112,578__Inj_2_Set_8_Maf_B04.fsa,67,73,105,105,**,**,,**,**,114,128,207,207,63,63,171,171,93,93,**,**,,**,**
113,579__Inj_2_Set_8_Maf_B05.fsa,67,73,105,105,**,**,,**,**,116,118,205,207,63,65,171,171,99,107,**,**,,**,**
114,580__Inj_2_Set_8_Maf_B06.fsa,67,69,105,131,**,**,,320,328,116,118,205,207,65,65,163,171,95,103,211,211,,314,320
115,581__Inj_2_Set_8_Maf_B07.fsa,73,73,107,107,218,218,,**,**,114,116,207,207,**,**,163,171,**,**,211,211,,314,318
116,582__Inj_2_Set_8_Maf_B08.fsa,67,73,105,105,**,**,,320,320,116,140,**,**,63,65,171,171,87,93,**,**,,**,**
117,583__Inj_2_Set_8_Maf_B09.fsa,73,73,103,105,**,**,,320,320,114,116,207,207,63,65,171,171,**,**,211,211,,318,328
118,584__Inj_2_Set_8_Maf_B10.fsa,67,73,105,131,**,**,,**,**,114,138,207,207,63,63,171,171,93,95,**,**,,**,**
119,585__Inj_2_Set_8_Maf_B11.fsa,67,67,105,105,**,**,,**,**,116,128,205,207,63,65,171,171,93,103,207,211,,**,**
120,586__Inj_2_Set_8_Maf_B12.fsa,71,73,103,105,**,**,,320,322,114,114,207,207,65,65,171,171,99,107,211,211,,318,328
121,587__Inj_2_Set_8_Maf_C01.fsa,67,73,123,123,218,218,,**,**,114,118,205,207,63,63,163,171,95,107,**,**,,314,328
122,588__Inj_2_Set_8_Maf_C02.fsa,67,73,105,105,218,218,,322,322,114,114,207,207,65,65,171,171,**,**,211,211,,314,318
123,589__Inj_2_Set_8_Maf_C03.fsa,67,69,107,107,**,**,,**,**,114,118,205,207,63,63,171,171,93,95,**,**,,328,328
124,590__Inj_2_Set_8_Maf_C04.fsa,67,67,103,105,**,**,,320,320,114,116,207,234,63,65,171,171,87,95,**,**,,330,330
125,591__Inj_2_Set_8_Maf_C05.fsa,73,73,105,131,**,**,,**,**,116,140,205,207,63,65,171,171,**,**,**,**,,**,**
126,592__Inj_2_Set_8_Maf_C06.fsa,67,67,**,**,**,**,,**,**,**,**,**,**,**,**,163,171,93,107,**,**,,**,**
127,593__Inj_2_Set_8_Maf_C07.fsa,67,67,105,105,218,218,,320,328,114,122,207,207,63,63,171,171,**,**,211,211,,314,320
128,594__Inj_2_Set_8_Maf_C08.fsa,67,73,103,107,218,218,,320,320,118,118,207,234,65,65,167,171,**,**,211,211,,314,330
129,595__Inj_2_Set_8_Maf_C09.fsa,67,73,105,105,**,**,,320,326,114,128,205,205,63,65,171,171,87,107,211,211,,318,330
130,596__Inj_2_Set_8_Maf_C10.fsa,67,73,105,123,218,218,,320,322,128,128,207,207,63,63,171,171,99,107,211,211,,314,318
131,597__Inj_2_Set_8_Maf_C11.fsa,73,73,103,131,**,**,,320,320,114,114,207,234,63,63,163,163,87,95,211,211,,314,314
132,598__Inj_2_Set_8_Maf_C12.fsa,67,73,109,133,218,218,,320,320,114,128,207,207,63,65,163,171,103,111,211,211,,314,326
133,599__Inj_2_Set_8_Maf_D01.fsa,67,73,105,105,218,218,,320,320,118,128,207,207,63,63,163,171,87,99,211,211,,318,328
134,600__Inj_2_Set_8_Maf_D02.fsa,67,73,105,105,218,218,,320,328,114,114,205,207,63,63,163,171,107,107,211,211,,318,328
135,601__Inj_2_Set_8_Maf_D03.fsa,67,73,105,131,**,**,,320,322,114,116,207,207,63,65,171,171,87,95,211,211,,314,318
136,602__Inj_2_Set_8_Maf_D04.fsa,69,73,105,107,**,**,,**,**,114,122,234,234,63,65,171,171,93,95,**,**,,314,318
137,603__Inj_2_Set_8_Maf_D05.fsa,67,73,105,131,218,218,,320,328,114,114,205,207,63,63,171,171,87,87,211,211,,314,318
138,604__Inj_2_Set_8_Maf_D06.fsa,73,73,105,105,218,218,,320,320,128,128,207,207,63,65,163,171,93,103,207,211,,318,318
139,605__Inj_2_Set_8_Maf_D07.fsa,73,73,105,123,218,218,,320,320,116,118,207,207,63,65,163,171,87,103,211,211,,314,320
140,606__Inj_2_Set_8_Maf_D08.fsa,67,67,103,105,**,**,,320,320,118,140,205,207,63,65,163,163,95,95,**,**,,314,318
141,607__Inj_2_Set_8_Maf_D09.fsa,67,67,103,105,218,218,,320,320,114,128,207,234,63,63,163,171,93,95,211,211,,314,318
142,608__Inj_2_Set_8_Maf_D10.fsa,67,73,103,105,218,218,,320,320,114,118,207,234,63,63,171,171,87,95,211,211,,314,318
143,609__Inj_2_Set_8_Maf_D11.fsa,67,73,105,105,218,218,,320,320,114,114,207,207,63,65,171,171,103,107,211,211,,314,314
144,610__Inj_2_Set_8_Maf_D12.fsa,67,73,105,105,218,218,,320,322,130,140,205,207,63,65,171,171,107,107,211,211,,314,330
145,611__Inj_2_Set_8_Maf_E01.fsa,67,73,105,105,218,218,,320,326,114,114,205,207,63,65,163,163,95,103,211,211,,314,318
146,612__Inj_2_Set_8_Maf_E02.fsa,67,67,103,105,218,218,,320,320,116,118,207,234,63,65,171,204,93,99,211,213,,314,318
147,613__Inj_2_Set_8_Maf_E03.fsa,67,67,105,105,**,**,,**,**,116,128,**,**,63,63,171,171,99,107,**,**,,318,318
148,614__Inj_2_Set_8_Maf_E04.fsa,67,67,107,131,**,**,,**,**,114,114,**,**,63,65,**,**,93,107,**,**,,318,318
149,615__Inj_2_Set_8_Maf_E05.fsa,69,69,105,125,**,**,,**,**,116,128,**,**,63,65,**,**,91,103,**,**,,**,**
150,616__Inj_2_Set_8_Maf_E06.fsa,**,**,**,**,**,**,,**,**,**,**,**,**,63,65,**,**,93,107,**,**,,**,**
151,617__Inj_2_Set_8_Maf_E07.fsa,73,73,105,105,**,**,,**,**,**,**,207,234,63,65,**,**,99,107,**,**,,**,**
152,618__Inj_2_Set_8_Maf_E08.fsa,67,73,105,123,**,**,,320,320,114,114,207,234,63,63,163,167,87,93,**,**,,318,318
153,619__Inj_2_Set_8_Maf_E09.fsa,73,73,**,**,**,**,,**,**,**,**,**,**,**,**,**,**,87,93,**,**,,**,**
154,620__Inj_2_Set_8_Maf_E10.fsa,73,73,105,105,**,**,,**,**,116,128,207,207,63,63,171,171,107,107,**,**,,314,314
155,621__Inj_2_Set_8_Maf_E11.fsa,67,67,105,105,**,**,,**,**,114,114,207,234,63,65,163,171,93,95,**,**,,314,314
156,622__Inj_2_Set_8_Maf_E12.fsa,67,73,103,107,218,218,,322,328,114,116,207,207,63,63,163,171,87,101,207,211,,318,318
157,623__Inj_2_Set_8_Maf_F01.fsa,67,73,105,123,218,218,,320,320,118,128,207,207,63,63,171,171,99,103,211,211,,318,318
158,624__Inj_2_Set_8_Maf_F02.fsa,67,73,105,131,218,218,,320,326,114,116,207,207,63,63,163,171,**,**,211,213,,318,326
159,625__Inj_2_Set_8_Maf_F03.fsa,67,73,105,123,**,**,,320,320,114,140,207,234,63,65,163,204,87,107,211,211,,328,328
160,626__Inj_2_Set_8_Maf_F04.fsa,67,73,105,123,**,**,,320,328,114,128,207,207,65,65,167,171,87,103,211,211,,318,318
161,627__Inj_2_Set_8_Maf_F05.fsa,67,67,105,123,218,218,,320,322,114,128,207,234,63,63,163,163,87,107,211,211,,318,318
162,628__Inj_2_Set_8_Maf_F06.fsa,73,73,105,107,218,218,,326,328,128,128,207,207,63,65,171,171,93,107,207,211,,318,318
163,629__Inj_2_Set_8_Maf_F07.fsa,67,73,123,123,218,218,,320,320,114,114,207,234,63,63,171,171,103,103,211,213,,314,314
164,630__Inj_2_Set_8_Maf_F08.fsa,67,73,105,123,218,218,,320,328,114,114,234,234,63,65,163,171,93,107,211,211,,314,324
165,631__Inj_2_Set_8_Maf_F09.fsa,67,73,103,133,218,218,,320,320,114,114,234,234,63,65,171,171,87,93,207,211,,314,318
166,632__Inj_2_Set_8_Maf_F10.fsa,67,67,105,123,218,218,,320,326,114,116,207,207,63,63,171,171,95,95,207,211,,314,314
167,633__Inj_2_Set_8_Maf_F11.fsa,73,73,105,105,218,218,,320,320,116,128,207,207,63,63,171,171,87,93,207,213,,318,318
168,634__Inj_2_Set_8_Maf_F12.fsa,67,67,103,105,**,**,,320,320,114,128,205,207,65,65,163,163,87,107,211,211,,318,318
169,635__Inj_2_Set_8_Maf_G01.fsa,67,73,105,105,218,218,,320,322,114,114,207,207,63,63,171,171,**,**,211,213,,318,318
170,636__Inj_2_Set_8_Maf_G02.fsa,67,73,**,**,**,**,,**,**,**,**,**,**,**,**,**,**,93,103,**,**,,314,314
171,637__Inj_2_Set_8_Maf_G03.fsa,73,73,**,**,218,218,,320,328,114,114,207,207,63,65,171,171,93,93,211,211,,314,318
172,638__Inj_2_Set_8_Maf_G04.fsa,67,73,**,**,218,218,,320,322,114,116,207,234,63,63,163,171,87,103,211,211,,314,320
173,639__Inj_2_Set_8_Maf_G05.fsa,**,**,**,**,218,218,,320,320,114,114,207,207,63,63,167,167,**,**,211,213,,314,318
174,640__Inj_2_Set_8_Maf_G06.fsa,65,67,105,107,218,218,,320,322,138,140,207,234,63,63,163,171,87,99,211,211,,318,328
175,641__Inj_2_Set_8_Maf_G07.fsa,73,73,123,131,218,218,,320,320,128,128,207,207,63,63,171,171,101,107,211,211,,318,318
176,642__Inj_2_Set_8_Maf_G08.fsa,67,73,105,107,218,218,,320,320,114,116,207,207,63,63,163,167,99,103,211,211,,318,324
177,643__Inj_2_Set_8_Maf_G09.fsa,67,73,105,131,218,218,,320,320,116,118,207,207,63,63,163,171,**,**,211,213,,318,318
178,644__Inj_2_Set_8_Maf_G10.fsa,67,67,105,123,**,**,,**,**,114,114,207,207,63,65,171,171,93,99,**,**,,314,314
179,645__Inj_2_Set_8_Maf_G11.fsa,67,67,105,105,**,**,,320,320,114,128,205,205,63,63,171,171,87,93,211,211,,**,**
180,646__Inj_2_Set_8_Maf_G12.fsa,73,73,105,131,218,218,,320,320,114,116,207,234,63,63,171,171,87,107,211,211,,314,326
181,647__Inj_2_Set_8_Maf_H01.fsa,67,73,105,123,218,218,,320,326,114,116,207,207,63,63,171,171,87,107,211,211,,318,326
182,648__Inj_2_Set_8_Maf_H02.fsa,67,73,105,105,**,**,,**,**,114,116,**,**,63,65,**,**,107,107,**,**,,318,318
183,649__Inj_2_Set_8_Maf_H03.fsa,73,73,105,107,218,218,,320,322,114,118,207,234,63,65,163,171,99,103,211,211,,318,318
184,650__Inj_2_Set_8_Maf_H04.fsa,67,73,105,131,218,218,,320,320,114,116,205,207,63,63,171,171,87,107,211,211,,318,318
185,651__Inj_2_Set_8_Maf_H05.fsa,67,73,105,131,218,218,,320,322,114,116,205,207,63,63,167,171,**,**,211,211,,314,326
186,652__Inj_2_Set_8_Maf_H06.fsa,**,**,123,123,218,218,,320,320,116,128,207,234,63,63,163,171,93,107,211,211,,318,318
187,Blank__Inj_2_Set_8_Maf_H07.fsa,**,**,**,**,**,**,,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,**,**
