11,12_Inj__LDilSet_2_Maf_A12.fsa,119,119,238,238,473,473,141,141,245,245,311,313,130,130,244,246,116,116,249,249,**,**
12,13_Inj__LDilSet_2_Maf_B01.fsa,119,119,238,238,473,473,141,141,245,245,311,311,130,130,244,246,116,116,247,247,316,316
13,14_Inj__LDilSet_2_Maf_B02.fsa,119,119,238,238,473,473,141,141,245,250,311,313,130,130,246,246,116,116,247,247,316,
14,15_Inj__LDilSet_2_Maf_B03.fsa,119,119,238,238,**,**,141,141,245,250,311,311,130,130,244,246,116,116,**,**,**,**
15,16_Inj__LDilSet_2_Maf_B04.fsa,119,119,238,238,473,473,141,141,245,250,311,313,130,130,246,246,116,119,247,247,316,
16,17_Inj__LDilSet_2_Maf_B05.fsa,119,119,238,238,473,473,141,141,245,250,311,313,130,130,246,246,119,119,247,247,316,
17,18_Inj__LDilSet_2_Maf_B06.fsa,119,119,238,238,473,,141,141,250,250,311,311,130,130,244,244,116,119,**,**,**,**
18,19_Inj__LDilSet_2_Maf_B07.fsa,119,119,238,238,473,,141,141,245,250,311,311,130,130,244,246,116,116,247,249,**,**
19,20_Inj__LDilSet_2_Maf_B08.fsa,119,119,238,238,473,473,141,141,250,250,311,311,130,130,244,246,116,116,247,247,316,
20,21_Inj__LDilSet_2_Maf_B09.fsa,119,119,238,238,473,,141,141,245,250,311,311,130,130,244,246,116,116,247,249,316,
21,23_Inj__LDilSet_2_Maf_B11.fsa,119,119,238,238,473,,141,141,245,250,311,313,130,130,244,246,116,119,247,247,316,
22,24_Inj__LDilSet_2_Maf_B12.fsa,119,119,238,238,**,**,141,141,245,250,313,313,130,130,246,246,116,119,247,249,**,**
23,25_Inj__LDilSet_2_Maf_C01.fsa,119,119,238,238,473,473,141,141,250,250,311,313,130,130,246,246,116,119,247,249,**,**
24,26_Inj__LDilSet_2_Maf_C02.fsa,119,119,238,238,473,473,141,141,250,250,311,313,130,130,246,246,116,119,247,247,316,316
25,27_Inj__LDilSet_2_Maf_C03.fsa,119,119,238,238,473,473,141,141,245,250,311,313,130,130,244,246,119,119,247,247,316,
26,28_Inj__LDilSet_2_Maf_C04.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,246,246,116,116,247,249,316,316
27,29_Inj__LDilSet_2_Maf_C05.fsa,119,119,238,238,**,**,141,141,246,246,313,313,130,130,**,**,119,119,247,247,**,**
28,30_Inj__LDilSet_2_Maf_C06.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,244,246,116,119,247,249,**,**
29,32_Inj__LDilSet_2_Maf_C08.fsa,119,119,238,238,473,473,141,141,250,250,311,311,130,130,246,246,116,119,247,247,316,
30,33_Inj__LDilSet_2_Maf_C09.fsa,119,119,238,238,473,473,141,141,250,250,311,311,130,130,246,246,119,119,247,247,316,316
31,34_Inj__LDilSet_2_Maf_C10.fsa,119,119,238,238,473,473,141,141,245,245,311,313,130,130,244,246,116,116,247,247,316,
32,35_Inj__LDilSet_2_Maf_C11.fsa,119,119,238,238,473,,141,141,245,246,311,313,130,130,246,246,116,119,247,249,316,
33,36_Inj__LDilSet_2_Maf_C12.fsa,119,119,238,238,473,473,141,141,250,250,311,313,130,130,244,246,116,119,247,247,316,316
34,38_Inj__LDilSet_2_Maf_D02.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,246,246,116,116,247,247,316,
35,40_Inj__LDilSet_2_Maf_D04.fsa,119,119,238,238,473,473,141,141,250,250,311,313,130,130,246,246,116,119,247,249,316,316
36,41_Inj__LDilSet_2_Maf_D05.fsa,119,119,238,238,473,473,141,141,246,250,311,313,130,130,246,246,116,119,247,249,316,
37,42_Inj__LDilSet_2_Maf_D06.fsa,119,119,238,238,473,473,141,141,250,250,311,311,130,130,244,246,116,116,247,247,**,**
38,43_Inj__LDilSet_2_Maf_D07.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,244,246,116,119,247,249,316,
39,44_Inj__LDilSet_2_Maf_D08.fsa,119,119,238,238,473,473,141,141,245,245,311,311,130,130,244,246,116,119,247,249,**,**
40,45_Inj__LDilSet_2_Maf_D09.fsa,119,119,238,238,**,**,141,141,245,245,311,311,130,130,244,246,116,116,247,249,**,**
41,46_Inj__LDilSet_2_Maf_D10.fsa,119,119,238,,473,,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
42,47_Inj__LDilSet_2_Maf_D11.fsa,119,119,238,238,**,**,141,141,245,250,313,313,130,,**,**,116,119,**,**,**,**
43,48_Inj__LDilSet_2_Maf_D12.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,244,246,116,116,247,249,**,**
44,49_Inj__LDilSet_2_Maf_E01.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,244,246,116,116,247,249,**,**
45,50_Inj__LDilSet_2_Maf_E02.fsa,119,119,238,238,473,473,141,141,250,250,313,313,130,130,244,246,116,116,249,249,**,**
46,51_Inj__LDilSet_2_Maf_E03.fsa,119,119,238,238,473,473,141,141,250,250,313,313,130,130,244,246,116,116,247,247,**,**
47,52_Inj__LDilSet_2_Maf_E04.fsa,119,119,238,238,473,,141,141,245,250,311,311,130,130,246,246,116,116,247,247,**,**
48,53_Inj__LDilSet_2_Maf_E05.fsa,119,119,238,238,**,**,**,**,**,**,**,**,**,**,**,**,116,116,**,**,**,**
49,54_Inj__LDilSet_2_Maf_E06.fsa,119,119,238,238,**,**,141,141,250,250,311,311,130,130,244,244,116,119,**,**,**,**
50,55_Inj__LDilSet_2_Maf_E07.fsa,119,119,238,238,**,**,141,141,245,250,311,311,130,,**,**,116,119,**,**,**,**
51,56_Inj__LDilSet_2_Maf_E08.fsa,119,119,238,238,**,**,141,141,245,245,311,311,130,,**,**,116,116,247,249,**,**
52,57_Inj__LDilSet_2_Maf_E09.fsa,119,119,238,238,**,**,141,141,245,245,311,311,130,,**,**,116,119,247,247,**,**
53,59_Inj__LDilSet_2_Maf_E11.fsa,119,119,238,238,**,**,141,141,250,250,311,313,130,130,244,246,116,116,247,249,**,**
54,61_Inj__LDilSet_2_Maf_F01.fsa,119,119,238,238,**,**,141,141,245,245,311,311,130,130,246,246,116,119,**,**,**,**
55,62_Inj__LDilSet_2_Maf_F02.fsa,119,119,238,238,**,**,141,141,245,245,311,311,130,,244,246,116,119,**,**,**,**
56,63_Inj__LDilSet_2_Maf_F03.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,246,246,116,116,247,249,**,**
57,64_Inj__LDilSet_2_Maf_F04.fsa,119,119,238,238,**,**,**,**,245,250,311,311,130,130,244,244,**,**,247,247,**,**
58,65_Inj__LDilSet_2_Maf_F05.fsa,119,119,238,238,**,**,141,141,245,250,311,311,130,130,246,246,116,119,**,**,**,**
59,66_Inj__LDilSet_2_Maf_F06.fsa,119,119,238,238,**,**,141,141,250,250,**,**,130,130,**,**,116,116,**,**,**,**
60,67_Inj__LDilSet_2_Maf_F07.fsa,119,119,238,238,473,,141,141,245,245,311,313,130,130,246,246,119,119,247,249,**,**
61,68_Inj__LDilSet_2_Maf_F08.fsa,119,119,238,,**,**,**,**,**,**,**,**,130,,**,**,116,116,247,247,**,**
62,69_Inj__LDilSet_2_Maf_F09.fsa,119,119,238,238,**,**,**,**,245,245,311,311,130,130,**,**,119,119,**,**,**,**
63,70_Inj__LDilSet_2_Maf_F10.fsa,119,119,238,238,**,**,141,141,**,**,**,**,130,,**,**,116,116,**,**,**,**
64,71_Inj__LDilSet_2_Maf_F11.fsa,119,119,238,238,473,473,141,141,245,245,311,313,130,130,246,246,116,116,247,249,316,
65,72_Inj__LDilSet_2_Maf_F12.fsa,119,119,238,238,**,**,141,141,250,250,311,311,130,,244,244,116,116,**,**,**,**
66,74_Inj__LDilSet_2_Maf_G02.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,244,246,116,116,247,249,**,**
67,75_Inj__LDilSet_2_Maf_G03.fsa,119,119,238,238,473,,141,141,245,250,311,311,130,130,246,246,116,116,**,**,**,**
68,76_Inj__LDilSet_2_Maf_G04.fsa,119,119,238,238,473,473,141,141,245,245,311,311,130,130,246,246,116,116,247,247,316,316
69,77_Inj__LDilSet_2_Maf_G05.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,246,246,116,119,249,249,316,
70,78_Inj__LDilSet_2_Maf_G06.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,246,246,116,116,247,247,**,**
71,79_Inj__LDilSet_2_Maf_G07.fsa,119,119,238,238,473,,141,141,245,245,311,313,130,130,244,246,116,116,247,249,316,
72,80_Inj__LDilSet_2_Maf_G08.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,246,246,119,119,247,249,316,
73,81_Inj__LDilSet_2_Maf_G09.fsa,119,119,238,238,**,**,141,141,245,250,311,311,130,130,246,246,116,116,247,247,**,**
74,82_Inj__LDilSet_2_Maf_G10.fsa,119,119,238,238,**,**,141,141,245,245,311,313,130,130,244,246,116,119,249,249,**,**
75,83_Inj__LDilSet_2_Maf_G11.fsa,119,119,238,238,**,**,141,141,250,250,311,313,130,130,244,244,116,116,247,247,**,**
76,84_Inj__LDilSet_2_Maf_G12.fsa,119,119,238,238,473,473,141,141,245,250,311,313,130,130,246,246,119,119,247,249,316,
77,85_Inj__LDilSet_2_Maf_H01.fsa,119,119,238,238,**,**,**,**,245,245,**,**,130,130,244,244,**,**,**,**,**,**
78,86_Inj__LDilSet_2_Maf_H02.fsa,119,119,238,238,473,473,141,141,250,250,311,313,130,130,246,246,116,119,247,249,316,
79,87_Inj__LDilSet_2_Maf_H03.fsa,119,119,238,238,473,473,141,141,250,250,311,313,130,130,244,246,116,116,247,249,316,
80,88_Inj__LDilSet_2_Maf_H04.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,244,244,116,116,247,249,316,
81,89_Inj__LDilSet_2_Maf_H05.fsa,119,119,238,238,473,473,141,141,245,250,311,313,130,130,246,246,116,119,247,249,**,**
82,90_Inj__LDilSet_2_Maf_H06.fsa,119,119,238,238,473,473,141,141,245,250,313,313,130,130,244,246,116,116,249,249,316,
83,91_Inj__LDilSet_2_Maf_H07.fsa,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
84,92_Inj__LDilSet_2_Maf_H08.fsa,119,119,238,238,**,**,141,141,245,250,311,311,130,130,246,246,116,116,**,**,**,**
85,93_Inj__LDilSet_2_Maf_H09.fsa,119,119,238,238,473,473,141,141,250,250,311,311,130,130,246,246,116,116,247,249,316,
86,94_Inj__LDilSet_2_Maf_H10.fsa,119,119,238,238,**,**,141,141,250,250,311,313,130,130,244,246,116,119,249,249,**,**
87,95_Inj__LDilSet_2_Maf_H11.fsa,119,119,238,238,473,473,141,141,250,250,311,313,130,130,244,244,116,119,247,249,316,
88,96_Inj__LDilSet_2_Maf_H12.fsa,119,119,238,238,473,473,141,141,245,246,311,313,130,130,246,246,116,116,247,247,316,
89,97__Inj_L_Dil_Set_3_Maf_A01.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,246,246,116,119,247,249,316,316
90,98__Inj_L_Dil_Set_3_Maf_A02.fsa,119,119,238,238,473,473,141,141,245,250,313,313,130,130,246,246,116,116,247,249,316,316
91,99__Inj_L_Dil_Set_3_Maf_A03.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,244,246,119,119,249,249,**,**
92,100__Inj_L_Dil_Set_3_Maf_A04.fsa,119,119,238,238,473,473,141,141,250,250,311,313,130,130,244,246,116,119,247,249,316,316
93,101__Inj_L_Dil_Set_3_Maf_A05.fsa,119,119,238,238,473,473,141,141,245,250,311,313,130,130,244,246,116,119,247,249,316,316
94,104__Inj_L_Dil_Set_3_Maf_A08.fsa,119,119,238,238,**,**,141,141,250,250,311,311,130,130,244,246,116,119,247,249,316,
95,105__Inj_L_Dil_Set_3_Maf_A09.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,246,246,116,116,247,249,316,316
96,106__Inj_L_Dil_Set_3_Maf_A10.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,244,246,116,119,247,249,316,316
97,107__Inj_L_Dil_Set_3_Maf_A11.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,244,246,116,119,247,247,316,316
98,108__Inj_L_Dil_Set_3_Maf_A12.fsa,119,119,238,238,**,**,141,141,245,250,311,311,130,130,246,246,116,116,249,249,316,316
99,110__Inj_L_Dil_Set_3_Maf_B02.fsa,119,119,238,238,473,473,141,141,245,245,311,311,130,130,244,246,116,119,247,249,316,316
100,111__Inj_L_Dil_Set_3_Maf_B03.fsa,119,119,238,238,473,473,141,141,246,250,311,311,130,130,244,246,116,116,247,249,316,316
101,112__Inj_L_Dil_Set_3_Maf_B04.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,244,246,116,116,247,249,316,316
102,113__Inj_L_Dil_Set_3_Maf_B05.fsa,119,119,238,238,473,473,141,141,250,250,311,311,130,130,244,246,116,119,247,249,316,316
103,115__Inj_L_Dil_Set_3_Maf_B07.fsa,119,119,238,238,473,,141,141,245,250,**,**,130,130,244,244,116,116,249,249,316,
104,116__Inj_L_Dil_Set_3_Maf_B08.fsa,119,119,238,238,473,473,141,141,245,245,311,311,130,130,246,246,116,116,247,247,316,316
105,117__Inj_L_Dil_Set_3_Maf_B09.fsa,119,119,238,238,473,473,141,141,245,245,311,311,130,130,246,246,116,116,247,247,316,316
106,118__Inj_L_Dil_Set_3_Maf_B10.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,246,246,116,116,247,247,316,316
107,119__Inj_L_Dil_Set_3_Maf_B11.fsa,119,119,238,238,473,473,141,141,250,250,313,313,130,130,244,246,119,119,247,249,316,316
108,120__Inj_L_Dil_Set_3_Maf_B12.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,244,246,116,116,247,247,316,316
109,121__Inj_L_Dil_Set_3_Maf_C01.fsa,119,119,238,238,**,**,141,141,250,250,311,311,130,130,246,246,116,116,247,247,316,316
110,122__Inj_L_Dil_Set_3_Maf_C02.fsa,119,119,238,238,**,**,141,141,245,250,**,**,130,130,244,246,116,119,247,249,**,**
111,123__Inj_L_Dil_Set_3_Maf_C03.fsa,119,119,238,238,**,**,141,141,245,250,311,311,130,130,244,246,116,119,247,249,**,**
112,124__Inj_L_Dil_Set_3_Maf_C04.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,244,246,116,116,247,249,316,316
113,125__Inj_L_Dil_Set_3_Maf_C05.fsa,119,119,238,238,**,**,141,141,**,**,**,**,130,130,244,246,116,116,249,249,**,**
114,126__Inj_L_Dil_Set_3_Maf_C06.fsa,119,119,238,238,**,**,141,141,**,**,**,**,130,130,244,244,116,116,**,**,316,
115,130__Inj_L_Dil_Set_3_Maf_C10.fsa,119,119,238,238,473,473,141,141,245,245,311,313,130,130,244,246,116,119,247,249,316,316
116,132__Inj_L_Dil_Set_3_Maf_C12.fsa,**,**,**,**,**,**,141,141,245,246,311,311,130,130,244,246,116,119,247,249,316,
117,133__Inj_L_Dil_Set_3_Maf_D01.fsa,119,119,238,238,473,473,141,141,245,250,311,313,130,130,244,246,116,116,247,249,316,316
118,135__Inj_L_Dil_Set_3_Maf_D03.fsa,119,119,238,238,473,473,141,141,250,250,311,313,130,130,246,246,116,116,247,249,316,316
119,137__Inj_L_Dil_Set_3_Maf_D05.fsa,119,119,238,238,473,473,141,141,245,245,311,311,130,130,246,246,116,119,247,247,316,316
120,139__Inj_L_Dil_Set_3_Maf_D07.fsa,119,119,238,238,**,**,141,141,245,245,313,313,130,130,**,**,116,119,249,249,**,**
121,140__Inj_L_Dil_Set_3_Maf_D08.fsa,119,119,238,238,473,473,141,141,245,250,313,313,130,130,244,246,116,119,247,249,316,316
122,141__Inj_L_Dil_Set_3_Maf_D09.fsa,119,119,238,238,473,473,141,141,245,245,311,311,130,130,244,246,116,116,247,249,316,316
123,142__Inj_L_Dil_Set_3_Maf_D10.fsa,119,119,238,238,473,473,141,141,245,246,313,313,130,130,244,246,116,119,247,247,316,316
124,143__Inj_L_Dil_Set_3_Maf_D11.fsa,119,119,238,238,**,**,141,141,245,250,311,313,130,130,244,244,116,116,247,249,316,316
125,144__Inj_L_Dil_Set_3_Maf_D12.fsa,119,119,238,238,473,473,141,141,245,245,311,311,130,130,246,246,116,119,247,249,316,316
126,145__Inj_L_Dil_Set_3_Maf_E01.fsa,119,119,238,238,**,**,141,141,245,250,311,313,130,130,244,244,116,116,247,247,316,316
127,146__Inj_L_Dil_Set_3_Maf_E02.fsa,119,119,238,238,473,473,141,141,245,245,311,311,130,130,244,244,116,116,249,249,316,316
128,147__Inj_L_Dil_Set_3_Maf_E03.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,246,246,116,116,247,249,316,316
129,148__Inj_L_Dil_Set_3_Maf_E04.fsa,119,119,238,238,**,**,141,141,245,245,311,313,130,130,246,246,116,116,247,249,316,316
130,149__Inj_L_Dil_Set_3_Maf_E05.fsa,119,119,238,238,**,**,141,141,245,250,313,313,130,130,244,246,116,116,247,249,316,
131,150__Inj_L_Dil_Set_3_Maf_E06.fsa,119,119,238,238,473,473,141,141,250,250,311,311,130,130,246,246,116,116,247,247,316,
132,151__Inj_L_Dil_Set_3_Maf_E07.fsa,119,119,238,238,473,473,141,141,245,250,313,313,130,130,244,246,116,116,249,249,316,
133,152__Inj_L_Dil_Set_3_Maf_E08.fsa,119,119,238,238,**,**,141,141,245,245,311,313,130,130,246,246,116,119,247,249,316,316
134,153__Inj_L_Dil_Set_3_Maf_E09.fsa,119,119,238,238,**,**,141,141,245,250,311,311,130,130,244,246,116,116,247,247,316,316
135,155__Inj_L_Dil_Set_3_Maf_E11.fsa,119,119,238,238,473,473,141,141,250,250,311,311,130,130,246,246,116,116,247,247,316,
136,156__Inj_L_Dil_Set_3_Maf_E12.fsa,119,119,238,238,473,473,141,141,245,245,311,311,130,130,246,246,116,119,249,249,316,316
137,157__Inj_L_Dil_Set_3_Maf_F01.fsa,119,119,238,238,473,473,141,141,245,250,311,313,130,130,244,246,116,116,247,249,316,316
138,160__Inj_L_Dil_Set_3_Maf_F04.fsa,119,119,238,238,473,473,141,141,245,250,311,313,130,130,244,244,119,119,247,249,316,316
139,161__Inj_L_Dil_Set_3_Maf_F05.fsa,119,119,238,238,473,473,141,141,245,245,311,311,130,130,246,246,116,116,247,247,316,316
140,164__Inj_L_Dil_Set_3_Maf_F08.fsa,119,119,238,238,473,473,141,141,245,250,311,313,130,130,244,246,116,116,247,247,316,316
141,165__Inj_L_Dil_Set_3_Maf_F09.fsa,119,119,238,238,473,473,141,141,250,250,311,313,130,130,244,244,116,116,247,249,316,316
142,167__Inj_L_Dil_Set_3_Maf_F11.fsa,119,119,238,238,473,473,141,141,245,250,311,313,130,130,246,246,116,119,247,247,316,316
143,168__Inj_L_Dil_Set_3_Maf_F12.fsa,119,119,238,238,473,473,141,141,245,250,313,313,130,130,244,244,116,119,247,247,316,316
144,170__Inj_L_Dil_Set_3_Maf_G02.fsa,119,119,238,238,473,473,141,141,250,250,311,313,130,130,244,246,119,119,247,247,316,316
145,171__Inj_L_Dil_Set_3_Maf_G03.fsa,119,119,238,238,473,473,141,141,250,250,311,313,130,130,244,246,119,119,247,247,316,316
146,172__Inj_L_Dil_Set_3_Maf_G04.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,246,246,116,116,247,247,316,316
147,175__Inj_L_Dil_Set_3_Maf_G07.fsa,119,119,238,238,473,473,141,141,245,245,311,313,130,130,244,246,116,116,247,247,316,316
148,179__Inj_L_Dil_Set_3_Maf_G11.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,246,246,116,116,247,247,316,316
149,181__Inj_L_Dil_Set_3_Maf_H01.fsa,119,119,238,238,473,473,141,141,245,246,311,313,130,130,244,246,116,116,247,247,316,316
150,182__Inj_L_Dil_Set_3_Maf_H02.fsa,119,119,238,238,473,473,141,141,245,245,313,313,130,130,244,246,116,116,247,249,316,316
151,183__Inj_L_Dil_Set_3_Maf_H03.fsa,119,119,238,238,**,**,141,141,**,**,**,**,130,130,**,**,116,116,**,**,**,**
152,184__Inj_L_Dil_Set_3_Maf_H04.fsa,119,119,238,238,473,473,141,141,245,245,311,311,130,130,246,246,116,119,247,249,316,316
153,186__Inj_L_Dil_Set_3_Maf_H06.fsa,119,119,238,238,473,473,141,141,245,245,311,313,130,130,244,246,116,119,247,249,316,316
154,187__Inj_L_Dil_Set_3_Maf_H07.fsa,119,119,238,238,473,473,141,141,246,250,311,311,130,130,246,246,116,116,247,249,316,316
155,189__Inj_L_Dil_Set_3_Maf_H09.fsa,119,119,238,238,473,473,141,141,250,250,311,311,130,130,244,246,116,116,247,247,316,316
156,190__Inj_L_Dil_Set_3_Maf_H10.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,244,244,116,119,247,247,316,316
157,191__Inj_L_Dil_Set_3_Maf_H11.fsa,119,119,238,238,473,473,141,141,245,245,311,311,130,130,244,246,116,119,247,249,316,316
158,194__Inj_L_Set_4_Maf_A02.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,244,246,116,116,247,249,316,316
159,195__Inj_L_Set_4_Maf_A03.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,244,244,116,119,247,247,316,316
160,196__Inj_L_Set_4_Maf_A04.fsa,119,,238,238,**,**,141,141,245,250,311,311,130,130,244,244,116,119,247,247,**,**
161,197__Inj_L_Set_4_Maf_A05.fsa,119,119,238,238,473,473,141,141,245,250,311,313,130,130,246,246,116,119,247,249,316,316
162,199__Inj_L_Set_4_Maf_A07.fsa,119,119,238,238,**,**,141,141,245,250,311,311,130,130,246,246,116,116,247,247,316,316
163,200__Inj_L_Set_4_Maf_A08.fsa,119,119,238,238,473,473,141,141,245,246,313,313,130,130,246,246,116,119,247,249,316,
164,201__Inj_L_Set_4_Maf_A09.fsa,119,119,238,238,473,473,141,141,245,250,313,313,130,130,246,246,116,116,247,249,316,316
165,202__Inj_L_Set_4_Maf_A10.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,244,246,116,119,247,247,316,316
166,203__Inj_L_Set_4_Maf_A11.fsa,119,119,238,238,473,473,141,141,245,245,313,313,130,130,246,246,116,119,247,249,316,316
167,204__Inj_L_Set_4_Maf_A12.fsa,119,119,238,238,473,473,141,141,245,245,311,311,130,130,246,246,116,116,247,249,316,316
168,205__Inj_L_Set_4_Maf_B01.fsa,119,119,238,238,473,473,141,141,245,245,311,311,130,130,244,246,116,116,247,249,316,316
169,206__Inj_L_Set_4_Maf_B02.fsa,119,119,238,238,473,473,141,141,246,250,313,313,130,130,246,246,116,119,247,247,316,316
170,208__Inj_L_Set_4_Maf_B04.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,246,246,116,119,247,249,316,316
171,209__Inj_L_Set_4_Maf_B05.fsa,119,119,238,238,**,**,141,141,245,250,311,313,130,130,246,246,116,119,247,249,316,
172,212__Inj_L_Set_4_Maf_B08.fsa,119,119,238,238,473,473,141,141,250,250,311,313,130,130,244,246,116,119,247,249,316,316
173,213__Inj_L_Set_4_Maf_B09.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,244,246,116,116,247,249,316,316
174,215__Inj_L_Set_4_Maf_B11.fsa,119,119,238,238,**,**,141,141,250,250,311,313,130,130,244,244,116,116,247,249,**,**
175,216__Inj_L_Set_4_Maf_B12.fsa,119,119,238,238,473,473,141,141,245,250,311,313,130,130,244,246,116,116,247,249,316,316
176,217__Inj_L_Set_4_Maf_C01.fsa,119,119,238,238,473,,141,141,250,250,313,313,130,130,244,246,116,119,247,249,316,
177,218__Inj_L_Set_4_Maf_C02.fsa,119,119,238,238,473,473,141,141,246,250,311,313,130,130,244,246,116,119,247,247,316,
178,219__Inj_L_Set_4_Maf_C03.fsa,119,119,238,238,473,,141,141,245,250,311,311,130,130,244,246,116,116,247,249,**,**
179,220__Inj_L_Set_4_Maf_C04.fsa,119,119,238,238,473,473,141,141,245,245,311,313,130,130,246,246,116,116,247,247,316,316
180,221__Inj_L_Set_4_Maf_C05.fsa,119,119,238,238,473,,141,141,245,245,311,313,130,130,246,246,116,119,**,**,**,**
181,222__Inj_L_Set_4_Maf_C06.fsa,119,119,238,238,473,473,141,141,245,245,313,313,130,130,246,246,116,116,247,247,316,316
182,224__Inj_L_Set_4_Maf_C08.fsa,119,119,238,238,473,473,141,141,245,250,311,311,130,130,244,246,116,116,247,249,316,316
183,225__Inj_L_Set_4_Maf_C09.fsa,119,119,238,238,**,**,141,141,245,250,313,313,130,130,**,**,116,116,247,249,**,**
184,227__Inj_L_Set_4_Maf_C11.fsa,119,119,238,238,473,473,141,141,245,250,311,313,130,130,244,246,116,119,247,247,316,316
185,229__Inj_L_Set_4_Maf_D01.fsa,119,119,238,238,473,473,141,141,245,250,313,313,130,130,246,246,116,119,249,249,316,
186,232__Inj_L_Set_4_Maf_D04.fsa,119,119,238,238,473,473,141,141,245,246,311,311,130,130,244,246,116,116,247,247,**,**
187,233__Inj_L_Set_4_Maf_D05.fsa,119,119,238,238,473,,141,141,245,245,313,313,130,130,246,246,116,116,249,249,316,
188,234__Inj_L_Set_4_Maf_D06.fsa,119,119,238,238,473,473,141,141,245,245,311,313,130,130,244,244,116,116,247,249,316,316
