104,104__Inj_5_Set_3_Maf_A08.fsa,106,106,163,169,223,226,**,**,96,96,269,275,141,153,254,254,382,382,,,,117,129,179,179,257,257
105,105__Inj_5_Set_3_Maf_A09.fsa,106,106,163,169,223,223,286,286,96,96,269,275,153,153,254,258,382,382,,,,**,**,178,,**,**
106,106__Inj_5_Set_3_Maf_A10.fsa,96,112,**,**,**,**,286,286,96,96,269,269,**,**,**,**,395,407,,,,117,119,180,180,257,257
107,107__Inj_5_Set_3_Maf_A11.fsa,106,106,**,**,**,**,286,286,96,96,239,269,**,**,**,**,382,388,,,,117,119,180,180,257,260
108,108__Inj_5_Set_3_Maf_A12.fsa,100,112,**,**,**,**,**,**,96,96,239,269,**,**,**,**,384,388,,,,129,129,180,180,257,257
109,109__Inj_5_Set_3_Maf_B01.fsa,100,106,163,169,223,223,286,286,96,96,239,269,149,149,254,258,382,382,,395,,117,129,180,180,257,257
110,110__Inj_5_Set_3_Maf_B02.fsa,92,106,163,169,223,223,286,286,96,96,239,269,149,149,254,258,386,388,405,,,119,119,**,**,257,257
111,111__Inj_5_Set_3_Maf_B03.fsa,112,112,163,169,223,226,286,286,96,96,239,269,141,153,254,258,382,386,388,,,117,119,180,180,257,257
112,112__Inj_5_Set_3_Maf_B04.fsa,100,108,165,169,223,226,286,286,96,96,239,269,141,149,254,258,382,386,388,,,119,119,180,180,257,257
113,113__Inj_5_Set_3_Maf_B05.fsa,100,106,163,169,223,223,286,286,96,96,239,275,143,153,254,258,382,384,,,,119,119,**,**,257,257
114,114__Inj_5_Set_3_Maf_B06.fsa,100,106,163,165,226,226,286,286,96,96,239,269,143,149,254,258,382,393,395,,,119,119,**,**,257,257
115,115__Inj_5_Set_3_Maf_B07.fsa,106,108,169,169,**,**,**,**,96,96,269,275,149,153,254,254,382,407,,,,119,129,180,180,257,257
116,116__Inj_5_Set_3_Maf_B08.fsa,106,112,165,165,223,226,286,286,96,96,269,275,143,145,254,254,388,407,,405,,129,129,180,180,257,257
117,117__Inj_5_Set_3_Maf_B09.fsa,100,112,163,163,223,223,286,286,96,96,239,269,141,149,254,258,393,395,,,,119,119,180,180,257,257
118,118__Inj_5_Set_3_Maf_B10.fsa,106,108,163,163,217,223,286,286,96,96,239,269,145,149,254,256,388,388,,,,117,129,180,180,257,257
119,119__Inj_5_Set_3_Maf_B11.fsa,106,106,**,**,220,226,**,**,96,96,239,239,**,**,**,**,382,395,,,,119,129,179,179,257,257
120,120__Inj_5_Set_3_Maf_B12.fsa,106,106,**,**,**,**,286,286,96,96,239,269,**,**,**,**,382,395,,,,119,127,180,180,254,257
121,121__Inj_5_Set_3_Maf_C01.fsa,106,112,163,169,223,226,**,**,96,96,269,269,145,149,254,258,403,405,,,,117,117,**,**,257,257
122,122__Inj_5_Set_3_Maf_C02.fsa,106,106,159,169,223,223,**,**,96,96,239,239,141,141,258,258,395,407,,,,119,119,180,180,254,257
123,123__Inj_5_Set_3_Maf_C03.fsa,100,106,163,165,223,226,**,**,96,96,239,275,141,153,254,258,382,405,407,,,119,119,180,180,257,257
124,124__Inj_5_Set_3_Maf_C04.fsa,100,112,163,169,223,223,286,286,96,96,263,269,141,149,254,254,382,389,,,,119,129,180,180,257,257
125,125__Inj_5_Set_3_Maf_C05.fsa,100,100,159,169,223,223,**,**,96,96,239,269,149,149,254,254,382,388,,,,119,129,180,180,257,257
126,126__Inj_5_Set_3_Maf_C06.fsa,100,112,163,169,223,226,**,**,96,96,239,269,141,149,254,258,380,382,407,,,117,119,180,180,257,257
127,127__Inj_5_Set_3_Maf_C07.fsa,100,100,169,169,226,226,286,286,96,96,269,275,141,153,254,256,393,395,,,,119,119,179,180,257,257
128,128__Inj_5_Set_3_Maf_C08.fsa,106,108,163,169,223,226,**,**,96,96,239,269,141,143,254,258,388,388,,,,129,129,**,**,257,257
129,129__Inj_5_Set_3_Maf_C09.fsa,106,112,163,165,217,226,286,286,96,96,239,239,145,153,254,256,388,395,,,,119,129,180,180,257,257
130,130__Inj_5_Set_3_Maf_C10.fsa,96,96,169,169,220,223,286,286,96,96,239,275,145,149,254,256,405,407,,,,119,129,180,180,257,257
131,131__Inj_5_Set_3_Maf_C11.fsa,106,106,163,163,223,223,286,286,96,96,269,275,145,149,256,258,382,382,,,,119,129,180,180,257,257
132,132__Inj_5_Set_3_Maf_C12.fsa,100,100,**,**,**,**,**,**,96,96,239,269,**,**,**,**,393,395,,,,117,119,180,,257,257
133,133__Inj_5_Set_3_Maf_D01.fsa,100,106,163,169,220,226,**,**,96,96,275,275,141,141,258,258,386,388,,,,129,129,179,179,257,257
134,134__Inj_5_Set_3_Maf_D02.fsa,106,112,163,163,220,223,286,286,96,96,239,275,141,149,254,256,382,391,393,,,119,129,180,180,257,257
135,135__Inj_5_Set_3_Maf_D03.fsa,106,106,169,169,223,223,286,286,96,96,239,239,143,145,256,258,382,393,395,,,119,119,180,180,257,257
136,136__Inj_5_Set_3_Maf_D04.fsa,100,100,163,169,220,226,286,286,96,96,239,269,141,141,254,254,386,388,407,407,,117,119,180,180,257,257
137,137__Inj_5_Set_3_Maf_D05.fsa,106,112,163,169,220,226,286,286,96,96,269,269,145,149,254,254,388,391,393,,,117,119,179,179,257,257
138,138__Inj_5_Set_3_Maf_D06.fsa,92,108,163,169,226,226,286,286,96,96,239,269,141,141,254,258,382,382,,,,119,129,180,180,257,257
139,139__Inj_5_Set_3_Maf_D07.fsa,100,106,165,169,226,226,**,**,96,96,239,275,**,**,**,**,386,388,,,,119,119,180,180,257,257
140,140__Inj_5_Set_3_Maf_D08.fsa,106,106,163,165,226,226,286,286,96,96,239,275,149,149,254,254,393,393,,,,127,129,179,180,257,257
141,141__Inj_5_Set_3_Maf_D09.fsa,100,100,**,**,**,**,286,286,96,96,239,275,141,145,254,258,391,393,,,,119,119,**,**,257,257
142,142__Inj_5_Set_3_Maf_D10.fsa,100,108,163,169,220,226,286,286,96,96,239,239,141,141,254,258,382,384,,,,119,129,180,180,257,257
143,143__Inj_5_Set_3_Maf_D11.fsa,**,**,163,169,223,223,**,**,96,96,239,269,141,149,254,258,382,388,,,,117,117,180,180,257,257
144,144__Inj_5_Set_3_Maf_D12.fsa,100,106,165,169,223,226,286,286,96,96,239,269,**,**,**,**,382,407,409,,,119,119,180,180,257,257
145,145__Inj_5_Set_3_Maf_E01.fsa,100,100,163,165,223,226,**,**,96,96,269,275,141,149,254,254,403,405,,,,119,129,180,180,257,257
146,146__Inj_5_Set_3_Maf_E02.fsa,106,112,163,163,223,223,286,286,96,96,239,269,141,149,254,254,382,382,,,,117,119,180,180,257,257
147,147__Inj_5_Set_3_Maf_E03.fsa,96,106,167,169,223,226,286,286,96,96,239,239,141,149,254,254,382,386,388,395,,117,119,180,180,257,257
148,148__Inj_5_Set_3_Maf_E04.fsa,106,106,165,169,223,226,286,286,96,96,239,269,143,153,254,258,388,388,,,,119,119,180,180,257,257
149,149__Inj_5_Set_3_Maf_E05.fsa,100,106,163,165,223,223,286,286,96,96,239,269,141,153,256,258,382,388,,,,119,129,180,180,254,257
150,151__Inj_5_Set_3_Maf_E07.fsa,100,106,163,169,226,226,**,**,96,96,269,275,141,143,256,256,393,395,,,,119,129,180,180,257,257
151,152__Inj_5_Set_3_Maf_E08.fsa,100,106,159,163,223,226,**,**,96,96,239,239,141,145,256,256,405,407,,,,119,129,180,180,257,257
152,153__Inj_5_Set_3_Maf_E09.fsa,100,106,167,169,220,223,**,**,96,96,239,239,141,149,254,258,388,388,,,,117,119,180,180,257,260
153,154__Inj_5_Set_3_Maf_E10.fsa,100,106,165,169,220,223,286,286,96,96,239,275,153,153,254,254,393,395,,,,117,119,**,**,257,257
154,155__Inj_5_Set_3_Maf_E11.fsa,112,112,163,169,223,226,**,**,96,96,239,269,141,145,254,258,**,**,,,,119,127,**,**,257,257
155,156__Inj_5_Set_3_Maf_E12.fsa,106,106,**,**,**,**,**,**,96,96,239,269,**,**,**,**,393,395,,,,119,129,**,**,257,257
156,157__Inj_5_Set_3_Maf_F01.fsa,100,106,163,169,223,223,286,286,96,96,239,269,145,149,258,258,380,388,,,,119,129,180,180,257,257
157,158__Inj_5_Set_3_Maf_F02.fsa,100,112,163,165,220,220,**,**,96,96,239,269,149,149,254,258,388,393,,,,119,129,180,180,**,**
158,159__Inj_5_Set_3_Maf_F03.fsa,100,106,163,169,223,223,286,286,96,96,239,239,143,145,254,256,391,393,405,,,117,119,180,180,257,257
159,160__Inj_5_Set_3_Maf_F04.fsa,100,112,163,165,223,223,286,286,96,96,269,269,141,153,254,254,382,393,395,,,119,129,180,180,257,257
160,161__Inj_5_Set_3_Maf_F05.fsa,106,112,163,169,223,226,286,286,96,96,269,275,149,149,258,258,388,388,,,,119,129,180,180,257,257
161,162__Inj_5_Set_3_Maf_F06.fsa,100,112,163,169,220,223,286,286,96,96,269,269,141,153,254,258,382,395,397,,,119,129,180,180,257,257
162,163__Inj_5_Set_3_Maf_F07.fsa,106,108,159,163,223,223,**,**,96,96,239,239,141,141,254,258,382,393,395,,,117,119,180,180,257,257
163,164__Inj_5_Set_3_Maf_F08.fsa,106,106,165,165,223,223,**,**,96,96,269,269,149,149,254,254,382,382,,407,,119,129,180,180,257,257
164,165__Inj_5_Set_3_Maf_F09.fsa,106,112,163,167,223,223,286,286,96,96,239,239,143,149,254,254,382,388,,,,127,129,180,180,257,257
165,166__Inj_5_Set_3_Maf_F10.fsa,112,112,163,169,223,226,286,286,96,96,239,269,141,145,254,256,393,395,,,,119,119,**,**,257,257
166,167__Inj_5_Set_3_Maf_F11.fsa,100,106,163,169,226,226,286,286,96,96,275,275,141,143,254,256,388,407,,,,119,129,180,180,257,257
167,168__Inj_5_Set_3_Maf_F12.fsa,112,112,163,169,223,223,286,286,96,96,239,239,**,**,**,**,382,382,,,,117,119,180,180,257,257
168,169__Inj_5_Set_3_Maf_G01.fsa,100,100,163,169,223,223,**,**,96,96,239,239,141,141,254,258,388,393,395,,,119,119,**,**,257,257
169,170__Inj_5_Set_3_Maf_G02.fsa,106,106,163,169,226,226,286,286,96,96,239,239,153,153,254,258,382,407,409,,,117,129,180,180,257,257
170,171__Inj_5_Set_3_Maf_G03.fsa,100,108,163,167,223,223,286,286,96,96,239,269,143,149,254,254,382,382,,,,119,119,180,180,257,257
171,172__Inj_5_Set_3_Maf_G04.fsa,100,106,169,169,223,223,286,286,96,96,269,269,141,149,254,258,382,388,,,,117,119,180,180,257,257
172,173__Inj_5_Set_3_Maf_G05.fsa,100,100,159,169,223,223,286,286,96,96,239,239,141,149,254,254,382,395,397,,,129,129,180,180,257,257
173,174__Inj_5_Set_3_Maf_G06.fsa,106,106,159,169,226,226,286,286,96,96,269,269,141,141,254,258,386,388,,,,117,119,180,180,257,257
174,175__Inj_5_Set_3_Maf_G07.fsa,100,106,163,169,223,226,286,286,96,96,269,269,153,153,254,258,393,395,407,,,117,119,179,179,257,260
