11,11__Inj_3_Set_2_Maf_A11.fsa,136,139,188,188,91,91,189,189,275,275,91,91,153,181,240,244,**,**,OL,,,230,232
12,12__Inj_3_Set_2_Maf_A12.fsa,118,139,188,188,91,93,189,191,273,275,84,84,185,187,242,244,321,323,147,151,,230,230
13,13__Inj_3_Set_2_Maf_B01.fsa,124,139,194,209,91,91,189,189,275,277,84,91,181,187,240,242,321,323,OL,OL,,230,230
14,14__Inj_3_Set_2_Maf_B02.fsa,136,139,188,188,91,93,189,189,275,277,84,84,153,181,240,242,323,323,OL,OL,,230,230
15,15__Inj_3_Set_2_Maf_B03.fsa,124,139,188,194,91,91,189,189,275,275,84,84,181,181,242,242,**,**,OL,OL,,230,230
16,16__Inj_3_Set_2_Maf_B04.fsa,124,136,188,209,91,91,189,191,273,275,84,91,181,181,240,244,321,323,133,OL,,230,230
17,17__Inj_3_Set_2_Maf_B05.fsa,118,139,188,209,91,91,189,189,275,284,84,84,171,181,242,242,321,321,OL,OL,,228,230
18,18__Inj_3_Set_2_Maf_B06.fsa,139,139,188,209,91,93,189,191,**,**,84,84,183,185,240,240,**,**,OL,,,230,230
19,19__Inj_3_Set_2_Maf_B07.fsa,118,139,194,194,91,91,189,189,277,277,84,84,181,181,240,244,321,323,OL,OL,,230,232
20,20__Inj_3_Set_2_Maf_B08.fsa,124,139,188,194,91,93,189,189,275,275,84,84,153,185,244,244,321,321,151,151,,228,232
21,21__Inj_3_Set_2_Maf_B09.fsa,118,124,188,188,91,91,189,189,275,275,84,91,181,185,240,242,321,323,OL,OL,,230,232
22,22__Inj_3_Set_2_Maf_B10.fsa,136,139,188,188,91,91,189,189,277,284,84,84,181,181,240,244,321,321,133,OL,,230,230
23,23__Inj_3_Set_2_Maf_B11.fsa,118,136,188,188,91,93,189,189,273,275,84,84,183,185,240,242,321,321,OL,,,230,230
24,24__Inj_3_Set_2_Maf_B12.fsa,136,139,188,194,91,91,189,189,275,277,84,91,153,181,240,240,321,321,OL,OL,,230,230
25,25__Inj_3_Set_2_Maf_C01.fsa,139,139,188,188,91,93,189,189,275,277,84,84,153,181,240,244,321,323,OL,,,230,230
26,26__Inj_3_Set_2_Maf_C02.fsa,118,118,188,188,91,91,189,189,273,275,84,91,181,187,240,244,321,321,OL,133,,230,232
27,27__Inj_3_Set_2_Maf_C03.fsa,124,136,188,209,91,93,189,189,275,275,84,91,181,185,240,244,321,323,133,133,,230,230
28,28__Inj_3_Set_2_Maf_C04.fsa,136,139,188,194,91,91,189,189,275,277,84,84,153,181,240,244,321,323,OL,OL,,230,230
29,29__Inj_3_Set_2_Maf_C05.fsa,136,139,188,188,91,93,189,189,275,275,84,84,153,171,244,244,321,323,OL,,,230,230
30,30__Inj_3_Set_2_Maf_C06.fsa,118,139,188,194,91,93,189,189,275,275,84,84,171,181,244,244,321,321,147,161,,230,230
31,31__Inj_3_Set_2_Maf_C07.fsa,118,136,188,194,91,93,189,189,275,275,84,84,171,181,240,240,321,323,OL,OL,,230,230
32,32__Inj_3_Set_2_Maf_C08.fsa,124,139,188,209,91,93,189,189,275,275,84,91,181,183,244,244,323,323,133,OL,,230,230
33,33__Inj_3_Set_2_Maf_C09.fsa,124,133,188,209,91,91,189,189,273,273,84,91,185,185,240,244,321,321,133,OL,,230,230
34,34__Inj_3_Set_2_Maf_C10.fsa,139,139,188,188,91,91,189,189,273,277,84,84,153,185,240,240,321,323,133,OL,,230,230
35,35__Inj_3_Set_2_Maf_C11.fsa,124,139,188,188,91,93,189,189,275,275,84,84,181,187,242,244,323,323,133,133,,230,232
36,36__Inj_3_Set_2_Maf_C12.fsa,124,139,188,188,91,93,189,189,275,275,84,91,185,187,240,242,323,323,OL,OL,,230,230
37,37__Inj_3_Set_2_Maf_D01.fsa,118,136,188,188,91,91,189,189,275,277,84,91,185,185,240,244,**,**,OL,,,230,232
38,38__Inj_3_Set_2_Maf_D02.fsa,118,136,188,188,91,91,189,189,275,275,84,84,181,183,244,244,321,321,OL,OL,,230,230
39,39__Inj_3_Set_2_Maf_D03.fsa,118,124,188,194,91,91,189,189,275,277,84,84,183,185,244,244,321,321,OL,,,230,232
40,40__Inj_3_Set_2_Maf_D04.fsa,118,136,188,196,91,93,189,189,275,275,84,91,181,187,240,244,321,323,133,151,,230,232
41,41__Inj_3_Set_2_Maf_D05.fsa,133,139,188,196,91,91,189,191,273,275,84,84,181,185,242,244,321,321,OL,OL,,230,230
42,42__Inj_3_Set_2_Maf_D06.fsa,124,136,188,188,91,93,189,189,**,**,84,84,153,185,240,240,323,323,OL,OL,,230,230
43,43__Inj_3_Set_2_Maf_D07.fsa,118,124,188,209,91,93,189,189,275,284,84,91,153,183,240,240,321,321,OL,OL,,230,230
44,44__Inj_3_Set_2_Maf_D08.fsa,118,139,194,209,91,93,189,189,273,275,84,91,153,185,240,242,321,323,133,OL,,230,232
45,45__Inj_3_Set_2_Maf_D09.fsa,118,124,188,188,91,91,189,189,275,275,84,84,181,183,**,**,321,321,OL,,,230,230
46,46__Inj_3_Set_2_Maf_D10.fsa,118,118,**,**,91,91,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,**,**
47,47__Inj_3_Set_2_Maf_D11.fsa,118,136,188,188,91,93,189,189,275,275,84,84,153,185,244,244,**,**,133,OL,,230,232
48,48__Inj_3_Set_2_Maf_D12.fsa,118,136,188,194,91,93,189,189,275,284,84,91,181,185,240,242,321,323,OL,OL,,230,230
49,49__Inj_3_Set_2_Maf_E01.fsa,118,139,188,188,91,91,189,191,275,277,84,84,171,185,240,244,321,321,OL,OL,OL,230,230
50,50__Inj_3_Set_2_Maf_E02.fsa,136,139,188,188,91,93,189,189,275,284,84,84,181,183,244,244,321,323,133,OL,,230,230
51,51__Inj_3_Set_2_Maf_E03.fsa,124,133,188,196,91,93,189,189,275,275,84,84,153,171,240,244,321,323,133,133,,230,230
52,52__Inj_3_Set_2_Maf_E04.fsa,124,139,188,188,91,93,189,189,273,275,84,84,**,**,240,244,321,321,OL,,,230,230
53,53__Inj_3_Set_2_Maf_E05.fsa,124,133,**,**,93,93,**,**,**,**,84,84,**,**,**,**,**,**,OL,,,**,**
54,54__Inj_3_Set_2_Maf_E06.fsa,118,139,188,188,91,93,191,191,275,275,84,91,171,185,**,**,**,**,133,133,,230,230
55,55__Inj_3_Set_2_Maf_E07.fsa,118,136,188,188,91,91,189,189,**,**,84,84,185,185,**,**,**,**,OL,133,,230,230
56,56__Inj_3_Set_2_Maf_E08.fsa,136,139,188,196,91,91,189,189,**,**,84,91,181,185,242,244,**,**,OL,,,230,230
57,57__Inj_3_Set_2_Maf_E09.fsa,124,124,188,188,91,91,189,189,275,275,84,91,153,183,240,240,321,321,133,133,,230,230
58,58__Inj_3_Set_2_Maf_E10.fsa,139,139,188,194,91,93,189,191,277,277,84,84,181,183,244,244,321,321,133,OL,,230,232
59,59__Inj_3_Set_2_Maf_E11.fsa,133,136,188,212,91,91,189,189,275,275,84,91,153,187,240,244,323,323,OL,OL,,230,230
60,60__Inj_3_Set_2_Maf_E12.fsa,118,124,194,194,91,91,189,189,275,275,84,84,153,185,240,240,321,321,OL,OL,,230,230
61,61__Inj_3_Set_2_Maf_F01.fsa,118,124,188,188,91,93,189,189,275,275,84,91,153,153,242,242,321,323,OL,OL,,230,230
62,62__Inj_3_Set_2_Maf_F02.fsa,139,139,188,188,91,93,189,189,275,275,84,84,153,181,240,242,321,321,OL,,,230,230
63,63__Inj_3_Set_2_Maf_F03.fsa,118,139,188,188,91,93,189,189,275,277,84,84,183,183,240,242,321,321,133,OL,,230,230
64,64__Inj_3_Set_2_Maf_F04.fsa,124,124,**,**,91,91,189,189,**,**,84,84,171,183,244,244,**,**,133,OL,,230,230
65,65__Inj_3_Set_2_Maf_F05.fsa,133,136,188,188,91,93,189,189,275,275,84,91,171,181,244,244,**,**,OL,,,230,230
66,66__Inj_3_Set_2_Maf_F06.fsa,139,139,188,188,91,93,189,189,275,277,84,84,185,185,240,244,321,321,OL,155,,230,230
67,67__Inj_3_Set_2_Maf_F07.fsa,124,139,188,188,93,93,189,189,**,**,84,84,183,185,242,242,**,**,OL,,,230,232
68,68__Inj_3_Set_2_Maf_F08.fsa,139,139,**,**,91,91,**,**,**,**,**,**,**,**,**,**,**,**,OL,,,**,**
69,69__Inj_3_Set_2_Maf_F09.fsa,133,139,**,**,91,93,189,189,**,**,84,91,181,181,**,**,**,**,OL,,,230,230
70,70__Inj_3_Set_2_Maf_F10.fsa,136,139,188,209,91,91,189,189,275,277,84,91,181,181,**,**,321,323,OL,,,230,230
71,71__Inj_3_Set_2_Maf_F11.fsa,124,139,188,188,91,93,189,191,275,277,84,91,185,185,242,242,323,323,OL,OL,,230,230
72,72__Inj_3_Set_2_Maf_F12.fsa,136,139,**,**,91,99,**,**,**,**,84,84,181,185,**,**,**,**,OL,OL,,230,230
73,73__Inj_3_Set_2_Maf_G01.fsa,118,136,188,188,91,93,189,191,275,277,84,84,183,185,240,244,321,323,OL,151,OL,230,230
74,74__Inj_3_Set_2_Maf_G02.fsa,139,139,188,188,91,91,189,189,275,275,84,84,153,185,242,244,321,321,OL,,,230,232
75,75__Inj_3_Set_2_Maf_G03.fsa,118,136,188,188,91,91,189,189,275,275,84,91,183,185,242,244,321,323,OL,,,230,230
76,76__Inj_3_Set_2_Maf_G04.fsa,118,136,188,188,91,91,189,191,275,277,84,84,183,187,240,240,321,321,OL,133,,230,232
77,77__Inj_3_Set_2_Maf_G05.fsa,139,142,188,188,91,93,189,189,275,275,84,91,153,181,240,244,323,323,OL,OL,,230,230
78,78__Inj_3_Set_2_Maf_G06.fsa,118,139,188,209,91,93,189,189,275,275,84,84,181,181,240,244,321,323,OL,,,230,230
79,79__Inj_3_Set_2_Maf_G07.fsa,118,133,188,194,91,93,189,189,275,275,84,91,153,185,240,244,321,323,OL,133,,230,230
80,80__Inj_3_Set_2_Maf_G08.fsa,133,133,188,188,91,91,189,189,277,284,91,91,171,181,242,244,321,321,OL,OL,,230,232
81,81__Inj_3_Set_2_Maf_G09.fsa,139,139,188,196,91,91,189,191,275,275,84,84,153,185,240,244,321,323,133,OL,,230,230
82,82__Inj_3_Set_2_Maf_G10.fsa,139,139,188,188,91,91,189,189,277,277,84,91,171,185,240,240,321,321,OL,159,OL,230,232
83,83__Inj_3_Set_2_Maf_G11.fsa,133,139,188,188,91,91,189,189,275,275,84,84,181,185,242,242,321,321,OL,OL,OL,230,230
84,84__Inj_3_Set_2_Maf_G12.fsa,139,139,188,196,91,93,189,189,275,277,84,84,171,181,244,244,321,321,OL,OL,,230,230
85,85__Inj_3_Set_2_Maf_H01.fsa,139,139,**,**,91,91,**,**,**,**,84,84,183,185,**,**,**,**,**,**,,228,230
86,86__Inj_3_Set_2_Maf_H02.fsa,118,118,188,196,91,93,189,189,**,**,84,84,153,171,244,244,321,323,OL,OL,,230,232
87,87__Inj_3_Set_2_Maf_H03.fsa,139,139,188,188,91,93,189,189,275,275,84,91,153,185,240,240,321,321,OL,OL,,230,230
88,88__Inj_3_Set_2_Maf_H04.fsa,118,133,188,194,91,91,189,189,275,277,84,91,171,187,240,244,323,323,133,OL,,230,230
89,89__Inj_3_Set_2_Maf_H05.fsa,136,139,188,196,91,91,189,189,275,275,84,84,171,171,240,244,**,**,OL,OL,,230,230
90,90__Inj_3_Set_2_Maf_H06.fsa,124,139,188,194,91,93,189,189,**,**,84,84,181,187,240,244,**,**,OL,,,230,230
91,91__Inj_3_Set_2_Maf_H07.fsa,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,,**,**
92,92__Inj_3_Set_2_Maf_H08.fsa,133,139,188,188,91,93,189,189,275,275,84,84,181,187,242,242,321,321,OL,OL,OL,230,230
93,93__SHOE_SET2_MAF_INJ3_REDO_H09_F06.fsa,109,139,188,188,91,93,189,189,275,275,84,84,153,153,240,244,321,321,OL,OL,OL,230,232
94,94__Inj_3_Set_2_Maf_H10.fsa,124,139,188,188,91,91,189,191,277,277,84,84,185,185,240,240,321,321,OL,,,230,232
95,95__Inj_3_Set_2_Maf_H11.fsa,118,136,188,196,91,93,189,189,**,**,84,84,153,185,244,244,321,323,130,153,,230,230
96,96__Inj_3_Set_2_Maf_H12.fsa,124,139,188,209,93,93,191,191,275,277,84,84,153,183,240,244,321,323,OL,159,OL,230,230
