1,0.013466819,351,359,260,278,251,285,307,311,308,312,290,0,127,139,229,233,184,216,166,180,353,357,245,257,155,179,240,248,153,169
1,0.045110007,323,0,278,0,265,269,289,331,300,304,278,290,111,127,237,0,194,214,166,184,357,369,233,241,0,0,216,220,149,169
1,0.017901705,323,359,268,278,251,283,301,315,312,330,298,302,111,123,233,241,202,214,174,188,377,385,237,241,159,171,224,252,177,181
1,0.023591231,355,363,244,270,263,281,289,323,312,326,306,0,123,127,233,249,222,242,166,0,397,401,237,249,151,159,248,252,173,193
1,0.052481386,375,0,266,290,263,285,0,0,308,312,290,292,123,143,249,251,198,216,170,192,0,0,0,0,155,159,0,0,169,181
1,0.013041252,371,0,278,292,285,0,327,0,304,318,292,294,119,123,237,241,214,232,162,200,369,373,237,249,145,151,216,244,157,169
1,0.042380835,351,371,244,264,285,289,289,319,296,304,278,300,115,123,221,225,210,238,180,184,349,353,241,249,155,159,216,236,165,185
1,-0.018000702,323,355,276,278,259,263,307,327,300,318,278,290,123,127,241,0,222,242,170,180,361,365,249,269,159,175,216,228,145,169
1,0.025557111,0,0,0,0,0,0,303,307,292,318,292,306,123,131,225,0,0,0,162,184,373,381,237,257,151,0,228,236,177,189
1,0.053195226,0,0,254,268,273,281,315,327,0,0,262,290,91,111,245,249,192,194,0,0,361,373,277,281,155,159,224,248,157,173
1,0.017280854,351,371,260,278,0,0,301,303,318,330,262,298,0,0,0,0,202,212,162,184,357,393,233,265,151,155,216,220,149,193
1,0.039006866,375,379,0,0,249,261,289,303,296,308,0,0,115,119,233,251,194,214,180,192,0,0,237,245,163,167,244,252,177,185
1,0.035306285,323,0,0,0,0,0,303,319,304,330,0,0,127,139,225,229,214,242,180,184,349,373,245,261,159,179,240,248,165,189
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,98,,3.8,,58.5,,27.6,,19.3,,46.9,,4.4,,42.9,,63.5,,37,,53.4,,74.7,,42.1,,39.6,,0.416666667,
,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,6000,
